sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
180403,https://sofifa.com/player/180403/willian-borges-da-silva/16/158127,Willian,Willian Borges da Silva,26,1988-08-09,175,75,Brazil,Chelsea,82,84,23500000,140000,"RM, CAM",Right,2,4,4,High/High,Lean,Yes,,"#Dribbler, #Engine, #Acrobat",SUB,22.0,,2013-08-28,2018.0,SUB,19.0,89.0,74.0,78.0,85.0,51.0,63.0,,,,,,,"Flair, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",74,75,29,82,59,86-2,74,57,77,85-2,92,86,87,81,82,71,46,86,61,80,44,55,77,80,60+9,,43,62,51,14,12,13,7,13,73+0,73+0,73+0,82+0,80+0,80+0,80+0,82+0,82+0,82+0,82+0,82+0,79+0,79+0,79+0,82+0,71+0,68+0,68+0,68+0,71+0,67+0,56+0,56+0,56+0,67+0
184432,https://sofifa.com/player/184432/cesar-azpilicueta-tanco/16/158127,Azpilicueta,César Azpilicueta Tanco,25,1989-08-28,178,75,Spain,Chelsea,82,84,19500000,120000,LB,Right,2,3,3,Medium/Medium,Normal,Yes,,#Tackling ,LB,28.0,,2012-08-24,2019.0,SUB,14.0,80.0,56.0,75.0,74.0,84.0,76.0,,,,,,,Long Throw-in,78,46,69+1,80+1,54,70,66,58,74,77+1,79,81-3,75,87+3,73,68,74,86+1,72,60,76,81,64,68,66,,86+3,87+2,86+4,13,9,10,6,5,68+0,68+0,68+0,72+0,70+0,70+0,70+0,72+0,72+0,72+0,72+0,74+0,75+0,75+0,75+0,74+0,82+0,81+0,81+0,81+0,82+0,82+0,81+0,81+0,81+0,82+0
172723,https://sofifa.com/player/172723/asmir-begovic/16/158127,A. Begović,Asmir Begović,28,1987-06-20,200,83,Bosnia Herzegovina,Chelsea,82,82,17500000,150000,GK,Right,3,2,1,Medium/Medium,Lean,Yes,,,GK,1.0,,2015-07-13,2019.0,,,,,,,,,83.0,80.0,74.0,84.0,55.0,80.0,,14-11,12-13,12-13,26,12-13,16-9,17-8,15-10,23,24,52,58,53,79,41,28,38,36,80-2,12-13,42,21,11-14,31+6,40,,13-12,11-14,12-13,83,80,74,80,84,,,,,,,,,,,,,,,,,,,,,,,,,,
179527,https://sofifa.com/player/179527/loic-remy/16/158127,L. Rémy,Loïc Rémy,28,1987-01-02,185,80,France,Chelsea,81,81,17000000,120000,ST,Right,3,3,4,Medium/Medium,Lean,Yes,,#Speedster,SUB,18.0,,2014-08-31,2018.0,,,90.0,80.0,68.0,74.0,34.0,71.0,,,,,,,Beat Offside Trap,61,83,81,77,71,73,66,51,60,76,89,91,77,77,65,78,90+2,75,72,77,57,48,81,71,78,,23,24,21,9,10,15,14,12,80+1,80+1,80+1,77+1,78+1,78+1,78+1,77+1,76+1,76+1,76+1,76+1,70+1,70+1,70+1,76+1,58+1,56+1,56+1,56+1,58+1,56+1,50+1,50+1,50+1,56+1
178372,https://sofifa.com/player/178372/branislav-ivanovic/16/158127,B. Ivanović,Branislav Ivanović,31,1984-02-22,185,91,Serbia,Chelsea,80,80,9000000,100000,RB,Right,3,3,2,High/Medium,Normal,Yes,,#Tackling ,RB,2.0,,2008-01-16,2016.0,,,65.0,61.0,64.0,61.0,87.0,84.0,,,,,,,"Long Throw-in, Injury Free, Dives Into Tackles (CPU AI Only), Power Header",72+1,57+1,87+1,68+2,48+1,58+1,70+1,48+1,56+1,66+1,63-2,66-3,54,85+1,47,73+1,83,78,85,62+1,90+5,85,61+1,57+1,58+1,,87+1,89+3,88+4,15+1,9+1,13+1,11+1,13+1,68+1,68+1,68+1,64+1,65+1,65+1,65+1,64+1,63+1,63+1,63+1,65+1,67+1,67+1,67+1,65+1,77+1,77+1,77+1,77+1,77+1,79+1,85+1,85+1,85+1,79+1
184943,https://sofifa.com/player/184943/ramires-santos-do-nascimen/16/158127,Ramires,Ramires Santos do Nascimento,28,1987-03-24,180,70,Brazil,Chelsea,80,80,11000000,110000,"CDM, CM",Right,3,3,3,High/High,Lean,Yes,,#Engine,SUB,7.0,,2010-08-13,2017.0,,,88.0,69.0,77.0,81.0,78.0,73.0,,,,,,,Dives Into Tackles (CPU AI Only),76,67,75,83,69,82,69,50,74-2,82,86,89-1,78,84,75-5,75,81+1,94,59,66,79,77-5,73,76,67,,76,82,78,12,6,9,12,9,76+1,76+1,76+1,79+1,78+1,78+1,78+1,79+1,79+1,79+1,79+1,81+1,80+1,80+1,80+1,81+1,82+1,79+1,79+1,79+1,82+1,81+1,77+1,77+1,77+1,81+1
209620,https://sofifa.com/player/209620/abdul-rahman-baba/16/158127,A. Baba,Abdul Rahman Baba,20,1994-07-02,179,70,Ghana,Chelsea,78,85,10000000,70000,"LB, LM",Left,1,3,3,High/Medium,Lean,No,,,SUB,6.0,,2015-08-16,2020.0,,,86.0,50.0,67.0,76.0,75.0,74.0,,,,,,,Speed Dribbler (CPU AI Only),80+1,48-1,67+1,73+1,41+1,76-3,67+1,23+1,67+1,77+1,85,86,78,74+1,74-2,59+1,74,79,71-1,47+1,73+1,72,56-4,55-3,42+1,,73+4,81+3,81+4,12+1,11+1,6+1,11+1,10+1,65+0,65+0,65+0,70+0,67+0,67+0,67+0,70+0,68+0,68+0,68+0,72+0,69+0,69+0,69+0,72+0,78+0,74+0,74+0,74+0,78+0,78+0,75+0,75+0,75+0,78+0
204311,https://sofifa.com/player/204311/kurt-zouma/16/158127,K. Zouma,Kurt Happy Zouma,20,1994-10-27,190,85,France,Chelsea,77,87,10000000,70000,"CB, RB",Right,1,3,2,Medium/Medium,Normal,Yes,,,RCB,5.0,,2014-01-31,2019.0,SUB,5.0,73.0,50.0,58.0,55.0,77.0,80.0,,,,,,,Power Header,54+1,47+1,77+1,62+1,47+1,48+1,59+1,60+1,56+1,67+1,69-2,77-2,48,75+1,52,56+1,84,72,85,49+1,74+1,76+4,53+1,57+1,61+1,,77+3,79+3,76+3,14+1,14+1,7+1,9+1,15+1,61+0,61+0,61+0,58+0,59+0,59+0,59+0,58+0,59+0,59+0,59+0,60+0,62+0,62+0,62+0,60+0,70+0,71+0,71+0,71+0,70+0,72+0,77+0,77+0,77+0,72+0
164477,https://sofifa.com/player/164477/john-obi-mikel/16/158127,J. Mikel,John Michael Nchekwube Obinna,28,1987-04-22,188,83,Nigeria,Chelsea,77,77,5500000,100000,CDM,Right,3,3,2,Medium/High,Normal,Yes,,#Strength,SUB,12.0,,2006-06-03,2017.0,,,59.0,54.0,68.0,67.0,78.0,88.0,,,,,,,Dives Into Tackles (CPU AI Only),65+1,45+1,74+1,77-1,62+1,68-1,69+1,59+1,70-1,72-3,55-1,62-3,53,68+1,47,71+1,75,90,88,60+1,88-1,79-4,44+1,55-6,45+1,,81,75,77+1,14+1,9+1,16+1,14+1,14+1,62+1,62+1,62+1,62+1,62+1,62+1,62+1,62+1,63+1,63+1,63+1,65+1,69+1,69+1,69+1,65+1,74+1,76+1,76+1,76+1,74+1,74+1,78+1,78+1,78+1,74+1
207948,https://sofifa.com/player/207948/bertrand-traore/16/158127,B. Traoré,Bertrand Traoré,19,1995-09-06,180,72,Burkina Faso,Chelsea,74,85,5500000,50000,"ST, RW",Left,1,3,4,Medium/Low,Lean,No,,,SUB,14.0,,2014-01-01,2018.0,,,85.0,75.0,72.0,78.0,32.0,71.0,,,,,,,,69+1,74-1,55+3,73+1,76+3,77+2,75+2,65+1,69+1,80+1,87,83-1,82,75+3,74,78+3,68,73,71+1,76+2,69+3,39+4,70+1,74+2,66+4,,30+1,26+1,23+1,11+1,7+1,7+1,13+1,12+1,74+0,74+0,74+0,76+0,76+0,76+0,76+0,76+0,76+0,76+0,76+0,76+0,70+0,70+0,70+0,76+0,58+0,56+0,56+0,56+0,58+0,54+0,48+0,48+0,48+0,54+0
215639,https://sofifa.com/player/215639/robert-kenedy-nunes-do-nascimento/16/158127,Kenedy,Robert Kenedy Nunes do Nascimento,19,1996-02-08,181,77,Brazil,Chelsea,70,85,2800000,30000,ST,Left,1,2,3,Medium/Low,Normal,No,,,RES,16.0,,2015-08-23,2020.0,,,83.0,67.0,59.0,77.0,22.0,64.0,,,,,,,"Avoids Using Weaker Foot, Finesse Shot",37,64,66,68,55,78,60,54,62,77,86,81,85,66,62,75,69,75,70,66,34,20,68,65,67,,17,14,18,11,15,11,15,12,70+0,70+0,70+0,70+0,72+0,72+0,72+0,70+0,71+0,71+0,71+0,69+0,64+0,64+0,64+0,69+0,48+0,47+0,47+0,47+0,48+0,45+0,39+0,39+0,39+0,45+0
225441,https://sofifa.com/player/225441/kasey-palmer/16/158127,K. Palmer,Kasey Palmer,18,1996-11-09,180,68,England,Chelsea,64,76,675000,6000,"CAM, RM",Right,1,4,3,Medium/Medium,Lean,No,,,RES,42.0,,2014-07-01,2017.0,,,74.0,54.0,63.0,70.0,45.0,51.0,,,,,,,,57+1,49+1,51+1,66+1,50+1,71+1,63+1,54+1,65+1,73+1,72-2,75-2,63,55+1,69,69+1,55,54,51+5,50+1,47+1,31+1,57+1,63+1,57+1,,50+1,46+1,49+1,7+1,16+1,9+1,11+1,16+1,60+0,60+0,60+0,64+0,63+0,63+0,63+0,64+0,64+0,64+0,64+0,64+0,61+0,61+0,61+0,64+0,56+0,54+0,54+0,54+0,56+0,54+0,49+0,49+0,49+0,54+0
213666,https://sofifa.com/player/213666/ruben-loftus-cheek/16/158127,R. Loftus-Cheek,Ruben Loftus-Cheek,19,1996-01-23,190,71,England,Chelsea,63,78,675000,6000,CM,Right,1,4,2,Medium/Medium,Lean,Yes,,,SUB,36.0,,2013-06-03,2017.0,,,70.0,44.0,58.0,60.0,62.0,63.0,,,,,,,,36+1,43+1,50+1,72+3,31+1,56+7,31+1,31+1,62+1,65+3,69-2,70-3,58,55+1,71,51+1,60,74+13,63,40+1,52+1,59+1,61+4,65+10,45+1,,64+5,67+8,61+9,11+1,7+1,12+1,15+1,13+1,55+0,55+0,55+0,58+0,59+0,59+0,59+0,58+0,61+0,61+0,61+0,60+0,63+0,63+0,63+0,60+0,61+0,64+0,64+0,64+0,61+0,62+0,61+0,61+0,61+0,62+0
211506,https://sofifa.com/player/211506/john-swift/16/158127,J. Swift,John Swift,20,1995-06-23,185,73,England,Chelsea,62,76,600000,6000,"CM, ST",Right,1,3,3,High/High,Lean,No,,,RES,43.0,,2012-07-01,2016.0,,,63.0,59.0,60.0,62.0,49.0,67.0,,,,,,,,55+1,57+1,49+1,66+1,49+1,59+1,38+1,44+1,60+1,66+1,67,60-4,60,63+1,66,61+1,55,70,68+1,65+1,64+1,48+1,60+1,62+1,50+1,,44+1,53+1,56+1,14+1,7+1,10+1,7+1,9+1,60+0,60+0,60+0,61+0,62+0,62+0,62+0,61+0,63+0,63+0,63+0,62+0,62+0,62+0,62+0,62+0,58+0,59+0,59+0,59+0,58+0,57+0,55+0,55+0,55+0,57+0
204233,https://sofifa.com/player/204233/charly-musonda/16/158127,C. Musonda,Charly Musonda Junior,18,1996-10-15,165,55,Belgium,Chelsea,61,78,450000,4000,CAM,Right,1,3,4,Medium/Medium,Lean,No,,,RES,44.0,,2013-10-24,2019.0,,,78.0,52.0,57.0,69.0,17.0,27.0,,,,,,,"Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",55+1,53+1,14-11,60+1,52+1,71+7,54+1,52+1,55+1,62+1,82+11,75+14,79,59+1,85,46+1,27,46,21,58+1,18-7,16-9,47+1,59+1,55+1,,16-9,18-7,22+1,6+1,6+1,7+1,8+1,9+1,51+0,51+0,51+0,63+0,59+0,59+0,59+0,63+0,61+0,61+0,61+0,61+0,54+0,54+0,54+0,61+0,44+0,38+0,38+0,38+0,44+0,40+0,25+0,25+0,25+0,40+0
224656,https://sofifa.com/player/224656/ola-aina/16/158127,O. Aina,Temitayo Olufisayo Olaoluwa Aina,18,1996-10-08,175,65,England,Chelsea,60,71,230000,2000,RB,Right,1,3,2,High/Medium,Normal,No,,,RES,34.0,,2013-07-03,2016.0,,,75.0,35.0,46.0,59.0,60.0,61.0,,,,,,,,60+1,33+1,51+1,46+1,36+1,64+1,42+1,37+1,43+1,46+1,75,75-2,63,56+1,78+16,32+1,61,59,64,35+1,57+1,55+1,54+1,38+1,49+1,,61+4,64+3,66+4,7+1,14+1,10+1,10+1,9+1,49+0,49+0,49+0,54+0,50+0,50+0,50+0,54+0,50+0,50+0,50+0,54+0,49+0,49+0,49+0,54+0,59+0,54+0,54+0,54+0,59+0,60+0,59+0,59+0,59+0,60+0
204846,https://sofifa.com/player/204846/jamal-blackman/16/158127,J. Blackman,Jamal Blackman,21,1993-10-27,199,92,England,Chelsea,59,70,240000,4000,GK,Left,1,3,1,Medium/Medium,Lean,No,,,SUB,27.0,,2011-10-29,2019.0,,,,,,,,,67.0,49.0,60.0,66.0,46.0,55.0,,13-12,19-6,18-7,31+1,17-8,14-11,18-7,12-13,18-7,19-6,45,47,33,53+1,29-25,23+1,57,40,58,16-9,20-5,21+1,13-12,14-11,41+1,,19-6,13-12,12-13,67+1,49+1,60+1,55+1,66+1,,,,,,,,,,,,,,,,,,,,,,,,,,
213673,https://sofifa.com/player/213673/alex-kiwomya/16/158127,A. Kiwomya,Alex Kiwomya,19,1996-05-20,178,74,England,Chelsea,55,71,180000,2000,"RM, CAM",Right,1,3,2,High/Medium,Lean,No,,#Speedster,RES,47.0,,2013-12-01,2016.0,,,93.0,52.0,40.0,56.0,20.0,48.0,,,,,,,,28+1,55+1,50+1,45+1,38+1,56+1,39+1,27+1,35+1,52+1,91,94,62,55+1,68,52+1,63,64,44+3,49+1,32+1,19-6,53+1,50+1,56+1,,13-12,19-6,15-10,6+1,16+1,8+1,11+1,16+1,56+0,56+0,56+0,56+0,56+0,56+0,56+0,56+0,54+0,54+0,54+0,55+0,46+0,46+0,46+0,55+0,41+0,35+0,35+0,35+0,41+0,39+0,32+0,32+0,32+0,39+0
167948,https://sofifa.com/player/167948/hugo-lloris/16/158127,H. Lloris,Hugo Lloris,28,1986-12-26,188,78,France,Tottenham Hotspur,85,85,29000000,160000,GK,Left,3,1,1,Medium/Medium,Lean,Yes,,,GK,1.0,,2012-08-01,2019.0,GK,1.0,,,,,,,87.0,82.0,68.0,88.0,64.0,81.0,Puncher,13-12,10-15,10-15,27,11-14,10-15,11-14,10-15,31,34,65,63,55,84,54,23,74,41,43,14-11,31,27,10-15,16-9,40,,12-13,10-15,18-7,87+1,82,68,81,88,,,,,,,,,,,,,,,,,,,,,,,,,,
190460,https://sofifa.com/player/190460/christian-eriksen/16/158127,C. Eriksen,Christian  Dannemann Eriksen,23,1992-02-14,177,71,Denmark,Tottenham Hotspur,83,87,31000000,130000,"CAM, LM",Right,3,5,4,High/Medium,Normal,Yes,,#FK Specialist,SUB,23.0,,2013-08-30,2018.0,SUB,10.0,77.0,75.0,84.0,83.0,44.0,59.0,,,,,,,"Injury Free, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",84+1,75+2,52,84,69,84,85,86,82,85,81-3,74-4,77-1,81,79,78,57,87,51+4,77+1,44,45,75,85,67,,38,54,22,9,14,7,7,6,74+1,74+1,74+1,81+1,80+1,80+1,80+1,81+1,82+1,82+1,82+1,82+1,80+1,80+1,80+1,82+1,66+1,64+1,64+1,64+1,66+1,62+1,51+1,51+1,51+1,62+1
172871,https://sofifa.com/player/172871/jan-vertonghen/16/158127,J. Vertonghen,Jan Vertonghen,28,1987-04-24,189,86,Belgium,Tottenham Hotspur,82,82,16000000,130000,"CB, LB",Left,3,3,2,High/Medium,Normal,Yes,,,LCB,5.0,,2012-07-01,2016.0,LB,5.0,71.0,67.0,70.0,69.0,83.0,81.0,,,,,,,Power Free-Kick,68,60,84,75-5,52,66,58,73,74-2,74,69,72-3,68,80,55,86,80,79,81,68,83,82-2,65,62-10,68,,81+2,85+2,81+2,6,10,9,12,7,72+1,72+1,72+1,69+1,70+1,70+1,70+1,69+1,69+1,69+1,69+1,70+1,73+1,73+1,73+1,70+1,77+1,79+1,79+1,79+1,77+1,78+1,81+1,81+1,81+1,78+1
184087,https://sofifa.com/player/184087/toby-alderweireld/16/158127,T. Alderweireld,Toby Alderweireld,26,1989-03-02,186,75,Belgium,Tottenham Hotspur,81,84,17000000,90000,"CB, CDM, RB",Right,2,4,2,Medium/Medium,Normal,Yes,,,RCB,4.0,,2015-07-08,2020.0,RB,2.0,63.0,59.0,68.0,63.0,83.0,79.0,,,,,,,Long Passer (CPU AI Only),61+3,45+1,78+1,77+1,38+1,61+1,63+9,69+5,81+4,68+1,62-2,63-3,60,80+3,49,86+1,78,74,81,68+1,79+1,83+5,56+1,52+1,60+1,,82+3,85+5,83+5,16+1,6+1,14+1,16+1,14+1,66+0,66+0,66+0,63+0,64+0,64+0,64+0,63+0,64+0,64+0,64+0,65+0,70+0,70+0,70+0,65+0,75+0,78+0,78+0,78+0,75+0,76+0,81+0,81+0,81+0,76+0
137677,https://sofifa.com/player/137677/michel-vorm/16/158127,M. Vorm,Michel Vorm,31,1983-10-20,183,87,Netherlands,Tottenham Hotspur,80,80,11000000,80000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,,,SUB,13.0,,2014-07-23,2018.0,,,,,,,,,83.0,75.0,77.0,84.0,58.0,79.0,,13-12,14-11,17-8,39+1,12-13,18-7,12-13,14-11,35+1,35+1,57,59,67,82+1,53,23+1,79,43,63,19-6,23+1,28+1,10-15,19-6,41+1,,15-10,11-14,14-11,83+1,75+1,77+1,79+1,84+1,,,,,,,,,,,,,,,,,,,,,,,,,,
